year,semester,grade,subject_name,question_number,answer
2020,1,2,아동생활지도,18,4
2020,1,2,아동생활지도,19,1
2020,1,2,아동생활지도,20,1
2020,1,2,아동생활지도,21,2
2020,1,2,아동생활지도,22,3
2020,1,2,아동생활지도,23,2
2020,1,2,아동생활지도,24,3
2020,1,2,아동생활지도,25,3
2020,1,2,아동생활지도,26,2
2020,1,2,아동생활지도,27,3
2020,1,2,아동생활지도,28,1
2020,1,2,아동생활지도,29,2
2020,1,2,아동생활지도,30,3
2020,1,2,아동생활지도,31,1
2020,1,2,아동생활지도,32,1
2020,1,2,아동생활지도,33,4
2020,1,2,아동생활지도,34,4
2020,1,2,아동생활지도,35,3
2020,1,3,유아언어교육,1,4
2020,1,3,유아언어교육,2,3
2020,1,3,유아언어교육,3,4
2020,1,3,유아언어교육,4,2
2020,1,3,유아언어교육,5,3
2020,1,3,유아언어교육,6,4
2020,1,3,유아언어교육,7,3
2020,1,3,유아언어교육,8,2
2020,1,3,유아언어교육,9,2
2020,1,3,유아언어교육,10,4
2020,1,3,유아언어교육,11,2
2020,1,3,유아언어교육,12,4
2020,1,3,유아언어교육,13,1
2020,1,3,유아언어교육,14,3
2020,1,3,유아언어교육,15,1
2020,1,3,유아언어교육,16,1
2020,1,3,유아언어교육,17,3
2020,1,3,유아언어교육,18,2
2020,1,3,유아언어교육,19,1
2020,1,3,유아언어교육,20,2
2020,1,3,유아언어교육,21,4
2020,1,3,유아언어교육,22,1
2020,1,3,유아언어교육,23,3
2020,1,3,유아언어교육,24,3
2020,1,3,유아언어교육,25,4
2020,1,3,유아언어교육,26,2
2020,1,3,유아언어교육,27,4
2020,1,3,유아언어교육,28,2
2020,1,3,유아언어교육,29,4
2020,1,3,유아언어교육,30,4
2020,1,3,유아언어교육,31,1
2020,1,3,유아언어교육,32,4
2020,1,3,유아언어교육,33,4
2020,1,3,유아언어교육,34,3
2020,1,3,유아언어교육,35,2
2020,1,3,유아음악교육,1,4
2020,1,3,유아음악교육,2,3
2020,1,3,유아음악교육,3,3
2020,1,3,유아음악교육,4,2
2020,1,3,유아음악교육,5,1
2020,1,3,유아음악교육,6,2
2020,1,3,유아음악교육,7,3
2020,1,3,유아음악교육,8,2
2020,1,3,유아음악교육,9,1
2020,1,3,유아음악교육,10,4
2020,1,3,유아음악교육,11,3
2020,1,3,유아음악교육,12,3
2020,1,3,유아음악교육,13,4
2020,1,3,유아음악교육,14,3
2020,1,3,유아음악교육,15,3
2020,1,3,유아음악교육,16,1
2020,1,3,유아음악교육,17,3
2020,1,3,유아음악교육,18,4
2020,1,3,유아음악교육,19,4
2020,1,3,유아음악교육,20,2
2020,1,3,유아음악교육,21,4
2020,1,3,유아음악교육,22,2
2020,1,3,유아음악교육,23,4
2020,1,3,유아음악교육,24,3
2020,1,3,유아음악교육,25,4
2020,1,3,유아음악교육,26,2
2020,1,3,유아음악교육,27,3
2020,1,3,유아음악교육,28,1
2020,1,3,유아음악교육,29,1
2020,1,3,유아음악교육,30,2
2020,1,3,유아음악교육,31,3
2020,1,3,유아음악교육,32,3
2020,1,3,유아음악교육,33,2
2020,1,3,유아음악교육,34,1
2020,1,3,유아음악교육,35,1
2020,1,3,아동안전관리,1,3
2020,1,3,아동안전관리,2,4
2020,1,3,아동안전관리,3,2
2020,1,3,아동안전관리,4,3
2020,1,3,아동안전관리,5,2
2020,1,3,아동안전관리,6,3
2020,1,3,아동안전관리,7,1
2020,1,3,아동안전관리,8,1
2020,1,3,아동안전관리,9,2
2020,1,3,아동안전관리,10,3
2020,1,3,아동안전관리,11,4
2020,1,3,아동안전관리,12,4
2020,1,3,아동안전관리,13,1
2020,1,3,아동안전관리,14,3
2020,1,3,아동안전관리,15,1
2020,1,3,아동안전관리,16,1
2020,1,3,아동안전관리,17,3
2020,1,3,아동안전관리,18,1
2020,1,3,아동안전관리,19,4
2020,1,3,아동안전관리,20,2
2020,1,3,아동안전관리,21,1
2020,1,3,아동안전관리,22,4
2020,1,3,아동안전관리,23,1
2020,1,3,아동안전관리,24,3
2020,1,3,아동안전관리,25,4
2020,1,3,아동안전관리,26,2
2020,1,3,아동안전관리,27,3
2020,1,3,아동안전관리,28,2
2020,1,3,아동안전관리,29,2
2020,1,3,아동안전관리,30,4
2020,1,3,아동안전관리,31,4
2020,1,3,아동안전관리,32,2
2020,1,3,아동안전관리,33,3
2020,1,3,아동안전관리,34,4
2020,1,3,아동안전관리,35,4
