year,semester,grade,subject_name,question_number,answer
2019,1,1,영문법의기초,21,1
2019,1,1,영문법의기초,22,4
2019,1,1,영문법의기초,23,4
2019,1,1,영문법의기초,24,4
2019,1,1,영문법의기초,25,3
2019,1,1,영문법의기초,26,4
2019,1,1,영문법의기초,27,1
2019,1,1,영문법의기초,28,1
2019,1,1,영문법의기초,29,2
2019,1,1,영문법의기초,30,1
2019,1,1,영문법의기초,31,2
2019,1,1,영문법의기초,32,1
2019,1,1,영문법의기초,33,3
2019,1,1,영문법의기초,34,1
2019,1,1,영문법의기초,35,3
2019,1,1,멀티미디어영어,1,1
2019,1,1,멀티미디어영어,2,2
2019,1,1,멀티미디어영어,3,1
2019,1,1,멀티미디어영어,4,4
2019,1,1,멀티미디어영어,5,3
2019,1,1,멀티미디어영어,6,3
2019,1,1,멀티미디어영어,7,2
2019,1,1,멀티미디어영어,8,1
2019,1,1,멀티미디어영어,9,3
2019,1,1,멀티미디어영어,10,4
2019,1,1,멀티미디어영어,11,2
2019,1,1,멀티미디어영어,12,4
2019,1,1,멀티미디어영어,13,1
2019,1,1,멀티미디어영어,14,3
2019,1,1,멀티미디어영어,15,2
2019,1,1,멀티미디어영어,16,2
2019,1,1,멀티미디어영어,17,1
2019,1,1,멀티미디어영어,18,4
2019,1,1,멀티미디어영어,19,3
2019,1,1,멀티미디어영어,20,2
2019,1,1,멀티미디어영어,21,4
2019,1,1,멀티미디어영어,22,3
2019,1,1,멀티미디어영어,23,4
2019,1,1,멀티미디어영어,24,2
2019,1,1,멀티미디어영어,25,3
2019,1,1,멀티미디어영어,26,1
2019,1,1,멀티미디어영어,27,1
2019,1,1,멀티미디어영어,28,4
2019,1,1,멀티미디어영어,29,2
2019,1,1,멀티미디어영어,30,3
2019,1,1,멀티미디어영어,31,4
2019,1,1,멀티미디어영어,32,"1,2,3,4"
2019,1,1,멀티미디어영어,33,3
2019,1,1,멀티미디어영어,34,4
2019,1,1,멀티미디어영어,35,3
2019,1,1,영어회화1,1,4
2019,1,1,영어회화1,2,2
2019,1,1,영어회화1,3,1
2019,1,1,영어회화1,4,3
2019,1,1,영어회화1,5,4
2019,1,1,영어회화1,6,2
2019,1,1,영어회화1,7,1
2019,1,1,영어회화1,8,2
2019,1,1,영어회화1,9,3
2019,1,1,영어회화1,10,2
2019,1,1,영어회화1,11,4
2019,1,1,영어회화1,12,1
2019,1,1,영어회화1,13,3
2019,1,1,영어회화1,14,4
2019,1,1,영어회화1,15,1
2019,1,1,영어회화1,16,4
2019,1,1,영어회화1,17,3
2019,1,1,영어회화1,18,1
2019,1,1,영어회화1,19,3
2019,1,1,영어회화1,20,1
2019,1,1,영어회화1,21,1
2019,1,1,영어회화1,22,2
2019,1,1,영어회화1,23,4
2019,1,1,영어회화1,24,3
2019,1,1,영어회화1,25,4
2019,1,1,영어회화1,26,1
2019,1,1,영어회화1,27,4
2019,1,1,영어회화1,28,3
2019,1,1,영어회화1,29,4
2019,1,1,영어회화1,30,2
2019,1,1,영어회화1,31,3
2019,1,1,영어회화1,32,1
2019,1,1,영어회화1,33,2
2019,1,1,영어회화1,34,3
2019,1,1,영어회화1,35,2
2019,1,1,초급중국어1,1,3
2019,1,1,초급중국어1,2,2
2019,1,1,초급중국어1,3,4
2019,1,1,초급중국어1,4,3
2019,1,1,초급중국어1,5,1
2019,1,1,초급중국어1,6,4
2019,1,1,초급중국어1,7,4
2019,1,1,초급중국어1,8,1
2019,1,1,초급중국어1,9,3
2019,1,1,초급중국어1,10,2
2019,1,1,초급중국어1,11,4
2019,1,1,초급중국어1,12,1
2019,1,1,초급중국어1,13,2
2019,1,1,초급중국어1,14,3
2019,1,1,초급중국어1,15,1
2019,1,1,초급중국어1,16,3
2019,1,1,초급중국어1,17,4
2019,1,1,초급중국어1,18,1
2019,1,1,초급중국어1,19,2
2019,1,1,초급중국어1,20,1
2019,1,1,초급중국어1,21,4
2019,1,1,초급중국어1,22,2
2019,1,1,초급중국어1,23,1
2019,1,1,초급중국어1,24,3
2019,1,1,초급중국어1,25,2
2019,1,1,기초한자,1,2
2019,1,1,기초한자,2,2
2019,1,1,기초한자,3,4
2019,1,1,기초한자,4,3
2019,1,1,기초한자,5,3
2019,1,1,기초한자,6,2
2019,1,1,기초한자,7,1
2019,1,1,기초한자,8,1
2019,1,1,기초한자,9,3
2019,1,1,기초한자,10,1
2019,1,1,기초한자,11,2
2019,1,1,기초한자,12,2
2019,1,1,기초한자,13,2
2019,1,1,기초한자,14,1
2019,1,1,기초한자,15,3
2019,1,1,기초한자,16,4
2019,1,1,기초한자,17,4
2019,1,1,기초한자,18,2
2019,1,1,기초한자,19,1
2019,1,1,기초한자,20,1
2019,1,1,기초한자,21,1
2019,1,1,기초한자,22,3
2019,1,1,기초한자,23,4
2019,1,1,기초한자,24,4
2019,1,1,기초한자,25,2
2019,1,1,기초한자,26,3
2019,1,1,기초한자,27,4
2019,1,1,기초한자,28,4
2019,1,1,기초한자,29,2
2019,1,1,기초한자,30,3
2019,1,1,기초한자,31,4
2019,1,1,기초한자,32,4
2019,1,1,기초한자,33,3
2019,1,1,기초한자,34,4
2019,1,1,기초한자,35,2
2019,1,1,중국문화산책,1,1
2019,1,1,중국문화산책,2,4
2019,1,1,중국문화산책,3,2
2019,1,1,중국문화산책,4,1
2019,1,1,중국문화산책,5,3
2019,1,1,중국문화산책,6,3
2019,1,1,중국문화산책,7,2
2019,1,1,중국문화산책,8,2
2019,1,1,중국문화산책,9,1
2019,1,1,중국문화산책,10,4
2019,1,1,중국문화산책,11,4
2019,1,1,중국문화산책,12,1
2019,1,1,중국문화산책,13,4
2019,1,1,중국문화산책,14,3
2019,1,1,중국문화산책,15,2
2019,1,1,중국문화산책,16,3
2019,1,1,중국문화산책,17,2
2019,1,1,중국문화산책,18,4
2019,1,1,중국문화산책,19,1
2019,1,1,중국문화산책,20,3
2019,1,1,중국문화산책,21,2
2019,1,1,중국문화산책,22,4
2019,1,1,중국문화산책,23,1
2019,1,1,중국문화산책,24,4
2019,1,1,중국문화산책,25,3
2019,1,1,프랑스어입문,1,2
2019,1,1,프랑스어입문,2,1
2019,1,1,프랑스어입문,3,1
2019,1,1,프랑스어입문,4,3
2019,1,1,프랑스어입문,5,4
2019,1,1,프랑스어입문,6,2
2019,1,1,프랑스어입문,7,3
2019,1,1,프랑스어입문,8,2
2019,1,1,프랑스어입문,9,4
2019,1,1,프랑스어입문,10,2
2019,1,1,프랑스어입문,11,2
2019,1,1,프랑스어입문,12,1
2019,1,1,프랑스어입문,13,2
2019,1,1,프랑스어입문,14,4
2019,1,1,프랑스어입문,15,2
2019,1,1,프랑스어입문,16,4
2019,1,1,프랑스어입문,17,2
2019,1,1,프랑스어입문,18,3
2019,1,1,프랑스어입문,19,3
2019,1,1,프랑스어입문,20,4
2019,1,1,프랑스어입문,21,2
2019,1,1,프랑스어입문,22,4
2019,1,1,프랑스어입문,23,1
2019,1,1,프랑스어입문,24,1
2019,1,1,프랑스어입문,25,4
2019,1,1,프랑스어입문,26,2
2019,1,1,프랑스어입문,27,3
2019,1,1,프랑스어입문,28,2
2019,1,1,프랑스어입문,29,2
2019,1,1,프랑스어입문,30,1
2019,1,1,프랑스어입문,31,4
2019,1,1,프랑스어입문,32,2
2019,1,1,프랑스어입문,33,4
2019,1,1,프랑스어입문,34,4
2019,1,1,프랑스어입문,35,4
2019,1,1,프랑스어발음연습,1,1
2019,1,1,프랑스어발음연습,2,2
2019,1,1,프랑스어발음연습,3,3
2019,1,1,프랑스어발음연습,4,3
2019,1,1,프랑스어발음연습,5,1
2019,1,1,프랑스어발음연습,6,3
2019,1,1,프랑스어발음연습,7,1
2019,1,1,프랑스어발음연습,8,2
2019,1,1,프랑스어발음연습,9,2
2019,1,1,프랑스어발음연습,10,2
2019,1,1,프랑스어발음연습,11,4
2019,1,1,프랑스어발음연습,12,2
2019,1,1,프랑스어발음연습,13,2
2019,1,1,프랑스어발음연습,14,4
2019,1,1,프랑스어발음연습,15,2
2019,1,1,프랑스어발음연습,16,2
2019,1,1,프랑스어발음연습,17,2
2019,1,1,프랑스어발음연습,18,4
2019,1,1,프랑스어발음연습,19,3
2019,1,1,프랑스어발음연습,20,3
2019,1,1,프랑스어발음연습,21,1
2019,1,1,프랑스어발음연습,22,2
2019,1,1,프랑스어발음연습,23,3
2019,1,1,프랑스어발음연습,24,4
2019,1,1,프랑스어발음연습,25,2
2019,1,1,프랑스어발음연습,26,2
2019,1,1,프랑스어발음연습,27,"1,2,3,4"
2019,1,1,프랑스어발음연습,28,2
2019,1,1,프랑스어발음연습,29,3
2019,1,1,프랑스어발음연습,30,3
2019,1,1,프랑스어발음연습,31,4
2019,1,1,프랑스어발음연습,32,3
2019,1,1,프랑스어발음연습,33,2
2019,1,1,프랑스어발음연습,34,4
2019,1,1,프랑스어발음연습,35,3
2019,1,1,프랑스어기초문법연습,1,1
2019,1,1,프랑스어기초문법연습,2,3
2019,1,1,프랑스어기초문법연습,3,3
2019,1,1,프랑스어기초문법연습,4,2
2019,1,1,프랑스어기초문법연습,5,3
2019,1,1,프랑스어기초문법연습,6,1
2019,1,1,프랑스어기초문법연습,7,1
2019,1,1,프랑스어기초문법연습,8,3
2019,1,1,프랑스어기초문법연습,9,2
2019,1,1,프랑스어기초문법연습,10,2
2019,1,1,프랑스어기초문법연습,11,4
2019,1,1,프랑스어기초문법연습,12,4
2019,1,1,프랑스어기초문법연습,13,2
2019,1,1,프랑스어기초문법연습,14,2
2019,1,1,프랑스어기초문법연습,15,1
2019,1,1,프랑스어기초문법연습,16,2
2019,1,1,프랑스어기초문법연습,17,1
2019,1,1,프랑스어기초문법연습,18,3
2019,1,1,프랑스어기초문법연습,19,4
2019,1,1,프랑스어기초문법연습,20,3
2019,1,1,프랑스어기초문법연습,21,3
2019,1,1,프랑스어기초문법연습,22,2
2019,1,1,프랑스어기초문법연습,23,2
2019,1,1,프랑스어기초문법연습,24,1
2019,1,1,프랑스어기초문법연습,25,4
2019,1,1,프랑스어기초문법연습,26,3
2019,1,1,프랑스어기초문법연습,27,1
2019,1,1,프랑스어기초문법연습,28,1
2019,1,1,프랑스어기초문법연습,29,3
2019,1,1,프랑스어기초문법연습,30,4
2019,1,1,프랑스어기초문법연습,31,2
2019,1,1,프랑스어기초문법연습,32,4
2019,1,1,프랑스어기초문법연습,33,4
2019,1,1,프랑스어기초문법연습,34,1
2019,1,1,프랑스어기초문법연습,35,4
2019,1,1,일본어기초1,1,1
2019,1,1,일본어기초1,2,3
2019,1,1,일본어기초1,3,2
2019,1,1,일본어기초1,4,1
2019,1,1,일본어기초1,5,1
2019,1,1,일본어기초1,6,4
2019,1,1,일본어기초1,7,2
2019,1,1,일본어기초1,8,4
2019,1,1,일본어기초1,9,4
2019,1,1,일본어기초1,10,3
2019,1,1,일본어기초1,11,1
2019,1,1,일본어기초1,12,3
2019,1,1,일본어기초1,13,1
2019,1,1,일본어기초1,14,3
2019,1,1,일본어기초1,15,3
2019,1,1,일본어기초1,16,4
2019,1,1,일본어기초1,17,2
2019,1,1,일본어기초1,18,3
2019,1,1,일본어기초1,19,4
2019,1,1,일본어기초1,20,2
2019,1,1,일본어기초1,21,2
2019,1,1,일본어기초1,22,4
2019,1,1,일본어기초1,23,2
2019,1,1,일본어기초1,24,1
2019,1,1,일본어기초1,25,2
2019,1,1,일본어기초1,26,4
2019,1,1,일본어기초1,27,3
2019,1,1,일본어기초1,28,4
2019,1,1,일본어기초1,29,2
2019,1,1,일본어기초1,30,3
2019,1,1,일본어기초1,31,2
2019,1,1,일본어기초1,32,3
2019,1,1,일본어기초1,33,1
2019,1,1,일본어기초1,34,2
2019,1,1,일본어기초1,35,1
2019,1,1,일본학개론,1,2
2019,1,1,일본학개론,2,3
2019,1,1,일본학개론,3,1
2019,1,1,일본학개론,4,1
2019,1,1,일본학개론,5,2
2019,1,1,일본학개론,6,1
2019,1,1,일본학개론,7,2
2019,1,1,일본학개론,8,2
2019,1,1,일본학개론,9,1
2019,1,1,일본학개론,10,3
2019,1,1,일본학개론,11,4
2019,1,1,일본학개론,12,2
2019,1,1,일본학개론,13,3
2019,1,1,일본학개론,14,1
2019,1,1,일본학개론,15,1
2019,1,1,일본학개론,16,4
2019,1,1,일본학개론,17,2
2019,1,1,일본학개론,18,3
2019,1,1,일본학개론,19,1
2019,1,1,일본학개론,20,2
2019,1,1,일본학개론,21,4
2019,1,1,일본학개론,22,3
2019,1,1,일본학개론,23,4
2019,1,1,일본학개론,24,2
2019,1,1,일본학개론,25,1
2019,1,1,일본학개론,26,1
2019,1,1,일본학개론,27,3
2019,1,1,일본학개론,28,3
2019,1,1,일본학개론,29,1
2019,1,1,일본학개론,30,4
2019,1,1,일본학개론,31,2
2019,1,1,일본학개론,32,2
2019,1,1,일본학개론,33,4
2019,1,1,일본학개론,34,1
2019,1,1,일본학개론,35,3
2019,1,1,민법총칙,1,1
2019,1,1,민법총칙,2,1
2019,1,1,민법총칙,3,4
2019,1,1,민법총칙,4,3
2019,1,1,민법총칙,5,3
2019,1,1,민법총칙,6,3
2019,1,1,민법총칙,7,1
2019,1,1,민법총칙,8,3
2019,1,1,민법총칙,9,2
2019,1,1,민법총칙,10,4
2019,1,1,민법총칙,11,4
2019,1,1,민법총칙,12,3
2019,1,1,민법총칙,13,1
2019,1,1,민법총칙,14,2
2019,1,1,민법총칙,15,3
2019,1,1,민법총칙,16,1
2019,1,1,민법총칙,17,2
2019,1,1,민법총칙,18,3
2019,1,1,민법총칙,19,4
2019,1,1,민법총칙,20,4
2019,1,1,민법총칙,21,1
2019,1,1,민법총칙,22,4
2019,1,1,민법총칙,23,2
2019,1,1,민법총칙,24,2
2019,1,1,민법총칙,25,4
2019,1,1,민법총칙,26,1
2019,1,1,민법총칙,27,4
2019,1,1,민법총칙,28,1
2019,1,1,민법총칙,29,2
2019,1,1,민법총칙,30,1
2019,1,1,민법총칙,31,3
2019,1,1,민법총칙,32,1
2019,1,1,민법총칙,33,1
2019,1,1,민법총칙,34,"2,3,4"
2019,1,1,민법총칙,35,2
2019,1,1,형법총론,1,1
2019,1,1,형법총론,2,2
2019,1,1,형법총론,3,3
2019,1,1,형법총론,4,4
2019,1,1,형법총론,5,3
2019,1,1,형법총론,6,2
2019,1,1,형법총론,7,3
2019,1,1,형법총론,8,4
2019,1,1,형법총론,9,1
2019,1,1,형법총론,10,2
2019,1,1,형법총론,11,3
2019,1,1,형법총론,12,4
2019,1,1,형법총론,13,1
2019,1,1,형법총론,14,2
2019,1,1,형법총론,15,3
2019,1,1,형법총론,16,3
2019,1,1,형법총론,17,4
2019,1,1,형법총론,18,2
2019,1,1,형법총론,19,4
2019,1,1,형법총론,20,1
2019,1,1,형법총론,21,4
2019,1,1,형법총론,22,3
2019,1,1,형법총론,23,1
2019,1,1,형법총론,24,2
2019,1,1,형법총론,25,2
2019,1,1,형법총론,26,1
2019,1,1,형법총론,27,2
2019,1,1,형법총론,28,3
2019,1,1,형법총론,29,2
2019,1,1,형법총론,30,4
2019,1,1,형법총론,31,4
2019,1,1,형법총론,32,2
2019,1,1,형법총론,33,1
2019,1,1,형법총론,34,3
2019,1,1,형법총론,35,4
2019,1,1,헌법의기초,1,3
2019,1,1,헌법의기초,2,3
2019,1,1,헌법의기초,3,4
2019,1,1,헌법의기초,4,1
2019,1,1,헌법의기초,5,1
2019,1,1,헌법의기초,6,3
2019,1,1,헌법의기초,7,2
2019,1,1,헌법의기초,8,1
2019,1,1,헌법의기초,9,2
2019,1,1,헌법의기초,10,4
2019,1,1,헌법의기초,11,4
2019,1,1,헌법의기초,12,3
2019,1,1,헌법의기초,13,3
2019,1,1,헌법의기초,14,1
2019,1,1,헌법의기초,15,2
2019,1,1,헌법의기초,16,4
2019,1,1,헌법의기초,17,3
2019,1,1,헌법의기초,18,3
2019,1,1,헌법의기초,19,3
2019,1,1,헌법의기초,20,4
2019,1,1,헌법의기초,21,4
2019,1,1,헌법의기초,22,2
2019,1,1,헌법의기초,23,2
2019,1,1,헌법의기초,24,1
2019,1,1,헌법의기초,25,1
2019,1,1,행정학개론,1,3
2019,1,1,행정학개론,2,1
2019,1,1,행정학개론,3,4
2019,1,1,행정학개론,4,2
2019,1,1,행정학개론,5,4
2019,1,1,행정학개론,6,3
2019,1,1,행정학개론,7,1
2019,1,1,행정학개론,8,4
2019,1,1,행정학개론,9,2
2019,1,1,행정학개론,10,3
2019,1,1,행정학개론,11,4
2019,1,1,행정학개론,12,1
2019,1,1,행정학개론,13,2
2019,1,1,행정학개론,14,2
2019,1,1,행정학개론,15,3
2019,1,1,행정학개론,16,3
2019,1,1,행정학개론,17,2
2019,1,1,행정학개론,18,2
2019,1,1,행정학개론,19,4
2019,1,1,행정학개론,20,1
2019,1,1,행정학개론,21,3
2019,1,1,행정학개론,22,3
2019,1,1,행정학개론,23,4
2019,1,1,행정학개론,24,1
2019,1,1,행정학개론,25,4
2019,1,1,행정학개론,26,2
2019,1,1,행정학개론,27,3
2019,1,1,행정학개론,28,4
2019,1,1,행정학개론,29,2
2019,1,1,행정학개론,30,4
2019,1,1,행정학개론,31,3
2019,1,1,행정학개론,32,4
2019,1,1,행정학개론,33,2
2019,1,1,행정학개론,34,1
2019,1,1,행정학개론,35,2
2019,1,1,정보사회와행정,1,4
2019,1,1,정보사회와행정,2,1
2019,1,1,정보사회와행정,3,3
2019,1,1,정보사회와행정,4,2
2019,1,1,정보사회와행정,5,1
2019,1,1,정보사회와행정,6,3
2019,1,1,정보사회와행정,7,4
2019,1,1,정보사회와행정,8,3
2019,1,1,정보사회와행정,9,2
2019,1,1,정보사회와행정,10,4
2019,1,1,정보사회와행정,11,4
2019,1,1,정보사회와행정,12,1
2019,1,1,정보사회와행정,13,1
2019,1,1,정보사회와행정,14,3
2019,1,1,정보사회와행정,15,2
2019,1,1,정보사회와행정,16,4
2019,1,1,정보사회와행정,17,3
2019,1,1,정보사회와행정,18,3
2019,1,1,정보사회와행정,19,2
2019,1,1,정보사회와행정,20,4
2019,1,1,정보사회와행정,21,3
2019,1,1,정보사회와행정,22,4
2019,1,1,정보사회와행정,23,3
2019,1,1,정보사회와행정,24,1
2019,1,1,정보사회와행정,25,2
2019,1,1,기초미시경제론,1,1
2019,1,1,기초미시경제론,2,3
2019,1,1,기초미시경제론,3,4
2019,1,1,기초미시경제론,4,1
2019,1,1,기초미시경제론,5,4
2019,1,1,기초미시경제론,6,4
2019,1,1,기초미시경제론,7,4
2019,1,1,기초미시경제론,8,1
2019,1,1,기초미시경제론,9,2
2019,1,1,기초미시경제론,10,1
2019,1,1,기초미시경제론,11,3
2019,1,1,기초미시경제론,12,2
2019,1,1,기초미시경제론,13,1
2019,1,1,기초미시경제론,14,2
2019,1,1,기초미시경제론,15,1
2019,1,1,기초미시경제론,16,4
2019,1,1,기초미시경제론,17,4
2019,1,1,기초미시경제론,18,3
2019,1,1,기초미시경제론,19,1
2019,1,1,기초미시경제론,20,1
2019,1,1,기초미시경제론,21,2
2019,1,1,기초미시경제론,22,3
2019,1,1,기초미시경제론,23,1
2019,1,1,기초미시경제론,24,3
2019,1,1,기초미시경제론,25,2
2019,1,1,기초미시경제론,26,3
2019,1,1,기초미시경제론,27,1
2019,1,1,기초미시경제론,28,3
2019,1,1,기초미시경제론,29,3
2019,1,1,기초미시경제론,30,3
2019,1,1,기초미시경제론,31,4
2019,1,1,기초미시경제론,32,2
2019,1,1,기초미시경제론,33,1
2019,1,1,기초미시경제론,34,1
2019,1,1,기초미시경제론,35,2
2019,1,1,경영학원론,1,1
2019,1,1,경영학원론,2,3
2019,1,1,경영학원론,3,1
2019,1,1,경영학원론,4,4
2019,1,1,경영학원론,5,3
2019,1,1,경영학원론,6,4
2019,1,1,경영학원론,7,1
2019,1,1,경영학원론,8,2
2019,1,1,경영학원론,9,2
2019,1,1,경영학원론,10,2
2019,1,1,경영학원론,11,3
2019,1,1,경영학원론,12,1
2019,1,1,경영학원론,13,4
2019,1,1,경영학원론,14,3
2019,1,1,경영학원론,15,3
2019,1,1,경영학원론,16,3
2019,1,1,경영학원론,17,3
2019,1,1,경영학원론,18,3
2019,1,1,경영학원론,19,1
2019,1,1,경영학원론,20,4
2019,1,1,경영학원론,21,2
2019,1,1,경영학원론,22,1
2019,1,1,경영학원론,23,4
2019,1,1,경영학원론,24,1
2019,1,1,경영학원론,25,1
2019,1,1,경영학원론,26,1
2019,1,1,경영학원론,27,3
2019,1,1,경영학원론,28,3
2019,1,1,경영학원론,29,2
2019,1,1,경영학원론,30,3
2019,1,1,경영학원론,31,4
2019,1,1,경영학원론,32,2
2019,1,1,경영학원론,33,2
2019,1,1,경영학원론,34,3
2019,1,1,경영학원론,35,3
2019,1,1,재무회계원리,1,1
2019,1,1,재무회계원리,2,2
2019,1,1,재무회계원리,3,3
2019,1,1,재무회계원리,4,3
2019,1,1,재무회계원리,5,4
2019,1,1,재무회계원리,6,3
2019,1,1,재무회계원리,7,4
2019,1,1,재무회계원리,8,2
2019,1,1,재무회계원리,9,3
2019,1,1,재무회계원리,10,4
2019,1,1,재무회계원리,11,3
2019,1,1,재무회계원리,12,1
2019,1,1,재무회계원리,13,2
2019,1,1,재무회계원리,14,3
2019,1,1,재무회계원리,15,2
2019,1,1,재무회계원리,16,2
2019,1,1,재무회계원리,17,2
2019,1,1,재무회계원리,18,4
2019,1,1,재무회계원리,19,3
2019,1,1,재무회계원리,20,4
2019,1,1,재무회계원리,21,1
2019,1,1,재무회계원리,22,2
2019,1,1,재무회계원리,23,4
2019,1,1,재무회계원리,24,1
2019,1,1,재무회계원리,25,3
2019,1,1,재무회계원리,26,2
2019,1,1,재무회계원리,27,2
2019,1,1,재무회계원리,28,2
2019,1,1,재무회계원리,29,2
2019,1,1,재무회계원리,30,1
2019,1,1,재무회계원리,31,2
2019,1,1,재무회계원리,32,4
2019,1,1,재무회계원리,33,1
2019,1,1,재무회계원리,34,4
