year,semester,grade,subject_name,question_number,answer
2020,2,1,아동복지,11,3
2020,2,1,아동복지,12,2
2020,2,1,아동복지,13,2
2020,2,1,아동복지,14,2
2020,2,1,아동복지,15,1
2020,2,1,아동복지,16,1
2020,2,1,아동복지,17,2
2020,2,1,아동복지,18,4
2020,2,1,아동복지,19,1
2020,2,1,아동복지,20,3
2020,2,1,아동복지,21,1
2020,2,1,아동복지,22,4
2020,2,1,아동복지,23,2
2020,2,1,아동복지,24,3
2020,2,1,아동복지,25,2
2020,2,1,아동복지,26,2
2020,2,1,아동복지,27,3
2020,2,1,아동복지,28,2
2020,2,1,아동복지,29,1
2020,2,1,아동복지,30,4
2020,2,1,아동복지,31,2
2020,2,1,아동복지,32,4
2020,2,1,아동복지,33,3
2020,2,1,아동복지,34,3
2020,2,1,아동복지,35,1
2020,2,2,영유아교사론,1,4
2020,2,2,영유아교사론,2,4
2020,2,2,영유아교사론,3,"1,2,3,4"
2020,2,2,영유아교사론,4,4
2020,2,2,영유아교사론,5,3
2020,2,2,영유아교사론,6,4
2020,2,2,영유아교사론,7,3
2020,2,2,영유아교사론,8,2
2020,2,2,영유아교사론,9,2
2020,2,2,영유아교사론,10,1
2020,2,2,영유아교사론,11,3
2020,2,2,영유아교사론,12,4
2020,2,2,영유아교사론,13,4
2020,2,2,영유아교사론,14,2
2020,2,2,영유아교사론,15,3
2020,2,2,영유아교사론,16,3
2020,2,2,영유아교사론,17,3
2020,2,2,영유아교사론,18,3
2020,2,2,영유아교사론,19,2
2020,2,2,영유아교사론,20,4
2020,2,2,영유아교사론,21,3
2020,2,2,영유아교사론,22,1
2020,2,2,영유아교사론,23,1
2020,2,2,영유아교사론,24,3
2020,2,2,영유아교사론,25,2
2020,2,2,영유아교사론,26,4
2020,2,2,영유아교사론,27,4
2020,2,2,영유아교사론,28,2
2020,2,2,영유아교사론,29,2
2020,2,2,영유아교사론,30,3
2020,2,2,영유아교사론,31,2
2020,2,2,영유아교사론,32,4
2020,2,2,영유아교사론,33,3
2020,2,2,영유아교사론,34,3
2020,2,2,영유아교사론,35,3
2020,2,2,유아수학교육,1,2
2020,2,2,유아수학교육,2,2
2020,2,2,유아수학교육,3,1
2020,2,2,유아수학교육,4,1
2020,2,2,유아수학교육,5,3
2020,2,2,유아수학교육,6,2
2020,2,2,유아수학교육,7,3
2020,2,2,유아수학교육,8,2
2020,2,2,유아수학교육,9,4
2020,2,2,유아수학교육,10,3
2020,2,2,유아수학교육,11,"1,2,3,4"
2020,2,2,유아수학교육,12,1
2020,2,2,유아수학교육,13,3
2020,2,2,유아수학교육,14,2
2020,2,2,유아수학교육,15,2
2020,2,2,유아수학교육,16,3
2020,2,2,유아수학교육,17,4
2020,2,2,유아수학교육,18,3
2020,2,2,유아수학교육,19,2
2020,2,2,유아수학교육,20,3
2020,2,2,유아수학교육,21,3
2020,2,2,유아수학교육,22,2
2020,2,2,유아수학교육,23,4
2020,2,2,유아수학교육,24,1
2020,2,2,유아수학교육,25,2
2020,2,2,유아수학교육,26,1
2020,2,2,유아수학교육,27,4
2020,2,2,유아수학교육,28,1
2020,2,2,유아수학교육,29,3
2020,2,2,유아수학교육,30,3
2020,2,2,유아수학교육,31,2
2020,2,2,유아수학교육,32,2
2020,2,2,유아수학교육,33,1
2020,2,2,유아수학교육,34,3
2020,2,2,유아수학교육,35,3
2020,2,3,유아동작교육,1,1
2020,2,3,유아동작교육,2,4
2020,2,3,유아동작교육,3,3
2020,2,3,유아동작교육,4,4
2020,2,3,유아동작교육,5,1
2020,2,3,유아동작교육,6,3
2020,2,3,유아동작교육,7,4
2020,2,3,유아동작교육,8,2
2020,2,3,유아동작교육,9,1
2020,2,3,유아동작교육,10,4
2020,2,3,유아동작교육,11,4
2020,2,3,유아동작교육,12,1
2020,2,3,유아동작교육,13,4
2020,2,3,유아동작교육,14,1
2020,2,3,유아동작교육,15,2
2020,2,3,유아동작교육,16,1
2020,2,3,유아동작교육,17,2
2020,2,3,유아동작교육,18,4
2020,2,3,유아동작교육,19,3
2020,2,3,유아동작교육,20,4
2020,2,3,유아동작교육,21,2
2020,2,3,유아동작교육,22,1
2020,2,3,유아동작교육,23,3
2020,2,3,유아동작교육,24,3
2020,2,3,유아동작교육,25,3
2020,2,3,유아동작교육,26,4
2020,2,3,유아동작교육,27,4
2020,2,3,유아동작교육,28,2
2020,2,3,유아동작교육,29,4
2020,2,3,유아동작교육,30,3
2020,2,3,유아동작교육,31,"2,3"
2020,2,3,유아동작교육,32,1
2020,2,3,유아동작교육,33,4
2020,2,3,유아동작교육,34,2
2020,2,3,유아동작교육,35,4
2020,2,4,놀이지도,1,1
2020,2,4,놀이지도,2,"1,2,3,4"
2020,2,4,놀이지도,3,2
2020,2,4,놀이지도,4,1
2020,2,4,놀이지도,5,3
2020,2,4,놀이지도,6,2
2020,2,4,놀이지도,7,4
2020,2,4,놀이지도,8,3
2020,2,4,놀이지도,9,2
2020,2,4,놀이지도,10,1
2020,2,4,놀이지도,11,1
2020,2,4,놀이지도,12,2
2020,2,4,놀이지도,13,3
2020,2,4,놀이지도,14,3
2020,2,4,놀이지도,15,4
2020,2,4,놀이지도,16,4
2020,2,4,놀이지도,17,3
2020,2,4,놀이지도,18,1
2020,2,4,놀이지도,19,1
2020,2,4,놀이지도,20,3
2020,2,4,놀이지도,21,2
2020,2,4,놀이지도,22,3
2020,2,4,놀이지도,23,4
2020,2,4,놀이지도,24,2
2020,2,4,놀이지도,25,3
2020,2,4,놀이지도,26,4
2020,2,4,놀이지도,27,1
2020,2,4,놀이지도,28,2
2020,2,4,놀이지도,29,4
2020,2,4,놀이지도,30,1
2020,2,4,놀이지도,31,4
2020,2,4,놀이지도,32,2
2020,2,4,놀이지도,33,4
2020,2,4,놀이지도,34,3
2020,2,4,놀이지도,35,2
